input_text,target_text
Audio: Acoustic_guitar | Location: Home | Risk: Normal,Acoustic scan shows normal Acoustic_guitar presence in the Home.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Immediate action advised: Acoustic_guitar sound from the Military poses severe risk.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A Acoustic_guitar sound in the Military signals a critical situation. Take action immediately.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The presence of Acoustic_guitar in the Military may indicate a serious threat.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Detected a hazardous Acoustic_guitar at the Military. Stay away from the area.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Authorities have flagged the Acoustic_guitar sound at the Military as highly dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A Acoustic_guitar sound in the Military signals a critical situation. Take action immediately.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Detected a hazardous Acoustic_guitar at the Military. Stay away from the area.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar sound was confirmed at the Military, triggering an emergency response."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Immediate action advised: Acoustic_guitar sound from the Military poses severe risk.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The Military is experiencing a dangerous Acoustic_guitar event. Please evacuate or seek shelter.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A Acoustic_guitar sound in the Military signals a critical situation. Take action immediately.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The presence of Acoustic_guitar in the Military may indicate a serious threat.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Serious warning: A Acoustic_guitar sound was picked up in the Military. Act fast.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Authorities have flagged the Acoustic_guitar sound at the Military as highly dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar sound was confirmed at the Military, triggering an emergency response."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Immediate action advised: Acoustic_guitar sound from the Military poses severe risk.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Immediate action advised: Acoustic_guitar sound from the Military poses severe risk.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Emergency alert! A Acoustic_guitar was heard in the Military. Respond now.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Emergency alert! A Acoustic_guitar was heard in the Military. Respond now.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar was recorded in the Military, requiring urgent investigation."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Authorities have flagged the Acoustic_guitar sound at the Military as highly dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Emergency alert! A Acoustic_guitar was heard in the Military. Respond now.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The Military is experiencing a dangerous Acoustic_guitar event. Please evacuate or seek shelter.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar sound was confirmed at the Military, triggering an emergency response."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The presence of Acoustic_guitar in the Military may indicate a serious threat.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Critical: Acoustic_guitar identified at the Military. Engage emergency protocols.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Immediate action advised: Acoustic_guitar sound from the Military poses severe risk.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Serious warning: A Acoustic_guitar sound was picked up in the Military. Act fast.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Serious warning: A Acoustic_guitar sound was picked up in the Military. Act fast.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Serious warning: A Acoustic_guitar sound was picked up in the Military. Act fast.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The Military is experiencing a dangerous Acoustic_guitar event. Please evacuate or seek shelter.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Critical: Acoustic_guitar identified at the Military. Engage emergency protocols.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar was recorded in the Military, requiring urgent investigation."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,"A Acoustic_guitar was recorded in the Military, requiring urgent investigation."
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Detected a hazardous Acoustic_guitar at the Military. Stay away from the area.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Authorities have flagged the Acoustic_guitar sound at the Military as highly dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Risk alert: Dangerous Acoustic_guitar sounds at the Military demand immediate attention.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Authorities have flagged the Acoustic_guitar sound at the Military as highly dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Warning: Acoustic_guitar noise detected at the Military. It's classified as dangerous.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,Detected a hazardous Acoustic_guitar at the Military. Stay away from the area.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A Acoustic_guitar sound in the Military signals a critical situation. Take action immediately.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The presence of Acoustic_guitar in the Military may indicate a serious threat.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A high-risk Acoustic_guitar sound was reported in the Military. Monitor the situation closely.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,The presence of Acoustic_guitar in the Military may indicate a serious threat.
Audio: Acoustic_guitar | Location: Military | Risk: Danger,A potentially life-threatening Acoustic_guitar sound occurred in the Military. Urgent attention required.
Audio: Alarm | Location: Mobile | Risk: Normal,"A Alarm sound was recorded at the Mobile, but it poses no threat."
Audio: Alarm | Location: Mobile | Risk: Normal,Routine Alarm noise was detected in the Mobile. No action needed.
Audio: Alarm | Location: Mobile | Risk: Normal,"Sound levels at the Mobile, including Alarm, are within safe bounds."
Audio: Alarm | Location: Mobile | Risk: Normal,Acoustic scan shows normal Alarm presence in the Mobile.
Audio: Alarm | Location: Mobile | Risk: Normal,"A Alarm sound was recorded at the Mobile, but it poses no threat."
Audio: Alarm | Location: Mobile | Risk: Normal,The sound of Alarm in the Mobile is consistent with safe conditions.
Audio: Alarm | Location: Mobile | Risk: Normal,Routine Alarm noise was detected in the Mobile. No action needed.
Audio: Alarm | Location: Mobile | Risk: Normal,Everything is calm in the Mobile despite the detection of Alarm.
Audio: Alarm | Location: Mobile | Risk: Normal,"A Alarm sound was recorded at the Mobile, but it poses no threat."
Audio: Alarm | Location: Mobile | Risk: Normal,"Alarm was identified in the Mobile, with no associated risk."
Audio: Alarm | Location: Mobile | Risk: Normal,The environment at the Mobile is secure despite the Alarm sound.
Audio: Alarm | Location: Mobile | Risk: Normal,Routine Alarm noise was detected in the Mobile. No action needed.
Audio: Alarm | Location: Mobile | Risk: Normal,The Mobile experienced a typical Alarm sound event.
Audio: Alarm | Location: Mobile | Risk: Normal,The sound of Alarm in the Mobile is consistent with safe conditions.
Audio: Alarm | Location: Mobile | Risk: Normal,Alarm detected in the Mobile is categorized as safe.
Audio: Alarm | Location: Mobile | Risk: Normal,Acoustic scan shows normal Alarm presence in the Mobile.
Audio: Alarm | Location: Mobile | Risk: Normal,Low-risk Alarm activity in the Mobile detected. Situation is stable.
Audio: Alarm | Location: Mobile | Risk: Normal,The sound of Alarm in the Mobile is consistent with safe conditions.
Audio: Alarm | Location: Mobile | Risk: Normal,The Mobile experienced a typical Alarm sound event.
Audio: Alarm | Location: Mobile | Risk: Normal,Normal acoustic activity: Alarm sound observed in the Mobile.
Audio: Alarm | Location: Mobile | Risk: Normal,"Sound levels at the Mobile, including Alarm, are within safe bounds."
Audio: Alarm | Location: Mobile | Risk: Normal,Everything is calm in the Mobile despite the detection of Alarm.
Audio: Alarm | Location: Mobile | Risk: Normal,Everything is calm in the Mobile despite the detection of Alarm.
